13960KDAL DAL2009060100000600   0.096 N                 0.100 N     163    10   173   14    13L60+              
13960KDAL DAL2009060100010601   0.098 N                 0.094 N     163    11   157   14    13L60+              
13960KDAL DAL2009060100020602   0.098 N                 0.095 N     160    12   159   15    13L60+              
13960KDAL DAL2009060100030603   0.099 N                 0.096 N     162    12   166   15    13L60+              
13960KDAL DAL2009060100040604   0.099 N                 0.098 N     163    12   170   14    13L60+              
13960KDAL DAL2009060100050605   0.096 N                 0.099 N     168    12   171   14    13L60+              
13960KDAL DAL2009060100060606   0.096 N                 0.099 N     163    10   169   12    13L60+              
13960KDAL DAL2009060100070607   0.097 N                 0.100 N     157    10   173   13    13L60+              
13960KDAL DAL2009060100080608   0.098 N                 0.096 N     159    10   160   12    13L60+              
13960KDAL DAL2009060100090609   0.098 N                 0.094 N     159    10   165   12    13L60+              
13960KDAL DAL2009060100100610   0.098 N                 0.096 N     160    11   164   14    13L60+              
13960KDAL DAL2009060100110611   0.099 N                 0.097 N     161    10   150   10    13L60+              
13960KDAL DAL2009060100120612   0.099 N                 0.099 N     162    10   166   13    13L60+              
13960KDAL DAL2009060100130613   0.096 N                 0.100 N     164    11   167   12    13L60+              
13960KDAL DAL2009060100140614   0.097 N                 0.098 N     165    10   173   11    13L60+              
13960KDAL DAL2009060100150615   0.098 N                 0.098 N     166    10   166   14    13L60+              
13960KDAL DAL2009060100160616   0.099 N                 0.097 N     166    12   177   15    13L60+              
13960KDAL DAL2009060100170617   0.097 N                 0.096 N     163    12   161   15    13L60+              
13960KDAL DAL2009060100180618   0.099 N                 0.099 N     162    12   166   14    13L60+              
13960KDAL DAL2009060100190619   0.098 N                 0.100 N     163    12   169   15    13L60+              
13960KDAL DAL2009060100200620   0.096 N                 0.098 N     164    12   160   14    13L60+              
13960KDAL DAL2009060100210621   0.098 N                 0.097 N     168    12   166   15    13L60+              
13960KDAL DAL2009060100220622   0.097 N                 0.095 N     167    11   176   13    13L60+              
13960KDAL DAL2009060100230623   0.098 N                 0.095 N     163    10   159   11    13L60+              
13960KDAL DAL2009060100240624   0.098 N                 0.101 N     163    10   174   12    13L60+              
13960KDAL DAL2009060100250625   0.098 N                 0.096 N     164    10   169   13    13L60+              
13960KDAL DAL2009060100260626   0.099 N                 0.097 N     166    11   159   15    13L60+              
